Unnamed: 0,department,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
7848,6,1,2,2,1,35,5,10,1,0,59,0
7849,7,1,1,2,1,36,3,4,1,0,54,0
7850,1,1,2,2,1,38,5,10,0,0,48,0
7851,3,2,1,2,1,25,2,2,0,0,79,0
7852,1,2,2,2,2,34,1,4,0,0,46,0
7853,2,1,1,2,1,45,5,4,1,0,58,0
7854,5,2,1,1,1,32,4,3,0,0,68,0
7855,1,2,1,1,1,24,5,1,0,0,50,0
7856,5,2,1,1,1,36,4,7,0,0,66,0
7857,1,2,1,3,1,30,3,1,1,0,49,0
7858,1,2,1,2,1,25,4,2,1,0,54,0
7859,1,1,1,1,1,39,4,8,0,0,52,0
7860,1,2,1,2,1,32,5,7,0,0,52,0
7861,2,2,2,1,1,50,5,9,1,0,55,0
7862,5,1,1,2,1,35,3,10,0,0,69,0
7863,2,2,2,2,1,37,5,5,1,0,60,0
7864,8,2,2,1,1,35,3,6,0,0,64,0
7865,5,1,1,1,1,32,3,5,0,0,73,0
7866,2,2,1,2,1,36,3,9,0,0,61,0
7867,2,2,2,1,1,35,3,3,1,0,64,0
7868,2,2,2,1,1,48,3,7,0,0,62,0
7869,1,2,1,1,1,28,3,2,0,0,52,0
7870,1,1,1,2,3,31,3,6,0,0,48,0
7871,4,1,1,1,1,41,4,11,1,0,87,1
7872,1,2,1,1,1,31,2,2,0,0,51,0
7873,5,1,1,2,1,29,5,4,1,0,80,0
7874,4,2,1,1,1,31,4,4,0,0,87,0
7875,3,2,2,2,1,29,5,5,0,0,80,0
7876,5,2,1,2,1,44,4,9,0,0,76,0
7877,1,2,2,1,1,39,4,7,1,0,51,1
7878,4,1,1,2,2,37,3,9,1,0,81,0
7879,1,2,2,2,1,29,3,1,0,0,48,0
7880,2,2,1,2,1,30,1,6,0,0,62,0
7881,7,2,2,2,1,27,3,1,1,0,52,0
7882,1,1,1,2,1,38,1,2,0,0,49,0
7883,1,2,2,1,1,41,3,7,0,0,51,0
7884,4,1,1,2,1,30,2,7,1,0,85,0
7885,3,1,2,1,1,36,1,7,0,0,81,0
7886,1,2,2,2,1,29,3,1,0,0,55,0
7887,1,2,1,1,1,22,3,1,0,0,50,0
7888,7,2,1,2,1,38,4,12,0,0,52,0
7889,1,1,1,1,1,27,3,1,1,0,47,0
7890,4,2,1,1,2,30,5,4,1,0,86,1
7891,2,2,2,2,1,32,5,3,1,0,58,0
7892,2,2,1,2,1,29,5,4,0,0,55,0
7893,1,1,1,2,1,33,5,5,1,0,49,0
7894,3,2,2,1,1,39,2,13,0,0,86,0
7895,1,2,1,1,1,43,3,10,1,0,51,0
7896,1,1,1,1,1,39,4,7,1,0,52,0
7897,5,2,1,2,1,32,5,6,1,0,65,0
7898,6,1,1,2,2,39,5,3,1,0,65,0
7899,3,1,1,1,1,43,3,6,0,0,78,0
7900,5,2,2,2,1,27,3,2,1,0,72,0
7901,2,2,2,2,1,35,3,3,1,1,55,0
7902,4,2,1,2,1,33,5,5,1,0,84,0
7903,7,2,1,1,1,32,4,6,0,0,53,0
7904,4,2,1,2,1,30,4,6,0,0,83,0
7905,3,1,2,2,1,40,3,3,0,0,82,0
7906,5,2,2,1,1,58,4,25,1,0,67,1
7907,7,2,1,2,1,44,3,3,0,0,49,0
7908,8,1,1,1,1,53,5,18,0,0,62,0
7909,1,2,1,1,1,32,3,5,1,0,47,0
7910,1,1,1,1,1,38,3,3,0,0,44,0
7911,1,2,1,2,1,35,4,5,0,0,52,0
7912,3,2,2,1,1,43,2,2,1,0,75,1
7913,3,2,1,3,1,29,5,3,0,0,80,1
7914,2,1,1,2,1,48,5,16,1,0,59,0
7915,2,2,1,2,2,32,5,7,0,0,58,0
7916,7,1,1,2,1,49,5,19,0,0,50,0
7917,2,2,2,2,1,39,3,7,0,0,59,0
7918,2,1,1,1,1,39,4,7,1,0,63,0
7919,1,2,1,1,2,31,5,4,1,0,51,0
7920,3,2,1,1,1,29,3,6,1,0,78,1
7921,1,2,1,2,1,36,5,10,0,0,50,0
7922,7,2,2,2,1,34,3,7,1,0,50,0
7923,2,2,1,1,1,25,3,1,1,0,61,0
7924,2,2,1,1,1,34,4,4,0,0,57,0
7925,1,1,2,1,1,40,3,9,0,0,47,0
7926,7,2,1,2,1,27,1,3,1,0,50,0
7927,2,2,1,1,1,29,3,1,0,0,58,0
7928,3,2,1,2,1,45,2,16,0,0,78,0
7929,2,1,2,2,1,60,5,33,1,0,65,0
7930,4,2,1,1,1,37,5,7,1,0,88,0
7931,3,2,1,2,1,28,3,1,1,0,84,1
7932,5,2,2,2,1,32,1,6,0,0,65,0
7933,1,1,1,1,1,39,2,11,0,0,50,0
7934,2,2,1,2,3,30,4,6,0,0,55,0
7935,5,1,2,2,1,34,5,3,1,0,72,1
7936,1,1,1,2,1,46,5,17,1,0,49,0
7937,1,2,2,1,1,46,3,12,0,0,49,0
7938,1,2,1,1,1,34,1,3,0,0,49,0
7939,1,2,1,2,3,29,3,5,0,0,52,0
7940,4,2,1,1,1,31,1,4,0,0,82,0
7941,2,2,2,2,1,28,4,2,0,0,58,0
7942,7,2,2,1,1,33,5,10,0,0,51,0
7943,1,2,2,1,1,36,3,8,0,0,46,0
7944,7,2,2,2,1,38,3,9,0,0,52,0
7945,1,1,2,1,1,33,1,7,0,0,49,0
7946,2,2,1,2,1,31,2,4,0,0,60,0
7947,1,2,1,1,1,26,5,3,1,0,49,0
7948,1,2,1,2,2,29,3,1,0,0,47,0
7949,2,2,2,2,1,28,3,1,0,0,60,0
7950,1,2,1,1,2,27,3,3,0,0,44,0
7951,2,2,1,2,2,30,3,5,0,0,55,0
7952,5,1,2,2,1,38,5,10,1,0,72,0
7953,7,2,2,2,1,27,5,2,0,0,50,0
7954,3,1,1,2,1,39,3,4,1,0,82,0
7955,1,2,1,2,1,47,1,17,0,0,51,0
7956,1,1,2,2,1,49,4,3,0,0,53,0
7957,2,1,1,1,1,34,5,4,1,0,55,0
7958,5,2,2,2,1,41,5,3,1,0,70,0
7959,1,1,1,1,2,42,3,7,0,0,52,0
7960,1,1,1,2,2,34,3,6,0,0,47,0
7961,7,2,2,2,1,40,3,5,0,0,54,0
7962,1,1,2,1,2,56,4,5,0,0,48,0
7963,1,2,1,2,1,52,2,19,0,0,52,0
7964,2,1,1,1,1,39,4,8,0,0,62,0
7965,3,1,1,2,2,42,3,15,0,0,79,0
7966,2,2,2,1,1,30,3,3,0,0,60,0
7967,2,3,1,2,1,21,3,1,0,0,59,0
7968,4,2,1,3,1,30,5,5,0,0,82,0
7969,1,2,1,3,1,27,3,2,0,0,52,0
7970,1,2,1,2,3,35,1,3,1,0,48,0
7971,2,2,1,2,1,33,4,3,1,0,56,0
7972,4,1,1,2,1,31,5,7,1,0,81,1
7973,3,1,1,2,1,41,4,11,0,0,78,0
7974,2,1,1,2,1,42,3,15,1,0,59,1
7975,1,2,1,1,1,31,5,2,1,0,47,0
7976,5,2,1,1,2,26,3,4,0,0,68,0
7977,1,2,1,2,1,25,4,2,1,0,48,0
7978,7,2,1,2,1,38,3,7,0,0,51,0
7979,2,2,1,1,1,34,3,10,1,0,59,1
7980,3,2,2,2,1,42,2,14,0,0,80,0
7981,4,1,1,2,1,37,3,7,1,0,83,0
7982,1,2,1,2,1,27,1,4,0,0,47,0
7983,1,2,1,3,1,28,3,1,1,0,47,0
7984,2,2,1,2,1,35,5,9,1,0,59,0
7985,6,2,1,2,1,36,1,8,0,0,55,0
7986,3,2,1,2,1,36,1,3,0,0,77,0
7987,2,1,1,2,1,39,5,5,0,0,59,0
7988,4,1,1,2,1,34,4,3,1,0,85,0
7989,3,2,1,1,2,42,3,10,1,0,82,1
7990,5,1,1,2,1,43,5,3,1,0,75,0
7991,5,2,2,2,1,33,3,3,0,0,68,0
7992,4,1,1,2,1,52,5,3,0,0,89,0
7993,1,2,1,1,1,25,3,2,0,0,50,0
7994,5,2,2,2,1,37,5,4,1,0,73,1
7995,2,2,1,1,1,31,3,5,0,0,59,0
7996,2,3,1,1,1,25,4,2,0,0,59,0
7997,5,2,2,2,1,26,4,3,1,0,65,0
7998,2,1,1,2,1,54,3,23,1,0,59,1
7999,1,1,1,2,1,32,3,3,0,0,48,0
8000,2,1,1,2,2,36,4,3,0,0,62,0
8001,3,2,1,2,1,39,3,11,0,0,78,0
8002,1,2,1,2,3,40,3,6,0,0,57,0
8003,2,2,1,2,1,43,4,13,1,0,60,0
8004,3,2,1,1,1,31,2,10,0,0,80,0
8005,1,2,1,1,1,26,1,2,0,0,48,0
8006,1,2,2,1,1,37,5,8,0,0,50,0
8007,2,2,1,2,1,42,4,5,0,0,65,0
8008,1,2,2,1,1,28,5,2,1,0,50,0
8009,1,2,1,3,1,31,3,3,0,0,49,0
8010,1,1,1,1,1,41,4,3,0,0,52,0
8011,2,1,1,2,1,53,5,7,1,0,56,0
8012,5,2,1,2,3,30,5,3,1,0,77,0
8013,1,2,2,2,1,44,5,5,0,0,46,0
8014,5,2,2,1,1,31,5,5,0,0,71,0
8015,4,2,1,2,1,28,5,6,0,0,86,0
8016,3,2,2,2,1,33,4,6,1,0,76,0
8017,1,2,1,1,1,31,3,5,1,0,54,0
8018,2,2,1,2,1,25,3,1,0,0,62,0
8019,1,2,1,2,1,24,1,3,0,0,53,0
8020,4,2,1,2,2,30,5,4,0,0,85,1
8021,4,1,1,2,1,50,4,2,1,0,88,0
8022,3,1,2,1,1,36,3,4,0,0,83,1
8023,1,2,1,2,1,37,5,4,0,0,51,0
8024,2,2,2,1,1,28,5,4,1,0,60,0
8025,1,2,1,2,1,40,5,11,0,0,47,0
8026,1,2,2,2,1,35,3,7,0,0,49,0
8027,7,1,1,1,1,38,5,11,0,0,51,0
8028,3,2,2,2,1,32,3,3,0,0,79,0
8029,2,2,1,2,1,38,3,9,1,0,61,0
8030,1,2,1,2,1,35,4,4,0,0,54,0
8031,8,1,1,2,3,35,3,4,1,0,58,0
8032,2,1,2,2,1,44,4,7,1,0,61,0
8033,4,2,2,1,3,29,4,6,0,0,84,0
8034,5,1,2,2,1,37,2,4,0,0,67,0
8035,3,2,2,1,1,32,3,8,0,0,79,0
8036,2,1,2,2,1,35,1,5,0,0,54,0
8037,4,2,1,1,1,32,4,3,0,0,83,0
8038,1,2,2,2,1,31,3,5,0,0,50,0
8039,7,2,1,1,1,27,3,1,0,0,50,0
8040,1,2,1,1,1,34,1,5,0,0,50,0
8041,3,1,1,1,1,38,4,2,0,0,77,0
8042,5,1,1,1,1,37,5,10,1,0,88,0
8043,1,2,1,2,1,39,2,10,0,0,57,0
8044,4,2,2,1,1,26,5,2,1,0,82,0
8045,5,1,1,1,2,36,4,4,1,0,74,0
8046,1,2,1,2,1,26,3,2,0,0,59,1
8047,1,1,1,2,1,31,3,6,0,0,53,0
8048,5,2,2,2,1,32,3,3,0,0,65,0
8049,5,2,1,2,2,35,3,7,0,0,70,0
8050,2,1,2,1,1,42,5,12,0,0,73,1
8051,2,1,2,3,1,43,4,10,0,0,59,0
8052,1,2,1,2,1,27,1,5,0,0,52,0
8053,3,2,1,2,1,32,3,5,0,0,75,0
8054,7,1,2,2,1,34,3,10,0,0,53,0
8055,3,2,1,2,1,40,1,2,1,0,79,0
8056,6,2,1,2,1,36,1,10,0,0,57,0
8057,3,1,1,1,1,36,3,4,1,0,82,0
8058,1,1,2,2,5,40,1,11,0,0,49,0
8059,5,2,2,2,1,36,3,8,0,0,74,0
8060,7,2,2,1,1,48,5,11,1,0,50,0
8061,4,2,1,2,3,31,3,7,1,0,87,0
8062,3,2,1,2,1,33,3,6,0,0,79,0
8063,6,2,1,2,1,34,4,8,0,0,60,0
8064,2,2,1,2,1,26,5,5,0,0,59,0
8065,3,2,1,2,1,33,1,9,0,0,80,0
8066,3,2,1,2,2,30,3,4,0,0,78,0
8067,3,1,2,2,3,39,3,9,0,0,77,0
8068,2,2,1,2,1,34,3,6,0,0,58,0
8069,1,2,1,2,1,40,3,9,1,0,50,1
8070,3,2,1,2,1,30,1,4,0,0,80,0
8071,2,2,2,2,3,32,5,3,1,0,60,0
8072,2,2,1,1,1,26,5,2,0,0,64,0
8073,4,2,1,2,1,27,3,4,0,0,82,0
8074,1,1,1,2,1,39,3,9,0,0,62,1
8075,2,2,2,3,1,32,5,4,1,0,67,0
8076,2,1,1,2,1,37,3,10,1,0,92,1
8077,1,2,2,1,1,29,3,1,0,0,45,0
8078,3,1,1,2,1,37,5,4,1,0,78,0
8079,1,2,1,1,1,26,1,3,0,0,46,0
8080,6,2,1,2,3,27,3,1,1,0,66,0
8081,3,2,1,2,1,24,1,2,0,0,75,0
8082,1,2,2,2,3,24,1,1,0,0,54,0
8083,3,2,1,2,2,28,4,3,1,0,78,1
8084,3,2,1,2,2,30,1,2,0,0,83,0
8085,3,1,2,1,1,41,5,11,1,0,75,0
8086,1,2,1,2,3,30,3,2,1,0,52,1
8087,1,1,1,1,1,33,3,9,0,0,48,0
8088,1,2,1,1,1,40,2,15,0,0,49,0
8089,7,3,1,2,1,26,5,2,0,0,48,0
8090,6,2,2,1,1,28,3,1,1,0,56,0
8091,5,1,1,1,1,37,1,5,1,0,71,0
8092,1,2,2,2,1,32,5,7,0,0,46,0
8093,6,2,1,2,2,30,5,5,1,0,60,0
8094,4,2,1,1,1,29,4,7,0,0,87,0
8095,4,2,1,2,1,26,5,2,1,0,85,0
8096,5,2,1,2,1,32,5,6,0,0,67,0
8097,1,2,1,2,2,40,5,4,0,1,63,1
8098,3,2,1,2,1,32,2,5,0,0,80,0
8099,3,2,1,1,1,26,5,2,0,0,80,1
8100,3,2,1,2,1,60,5,9,0,1,80,1
8101,1,1,1,2,1,31,1,4,0,0,49,0
8102,5,1,2,2,1,47,3,19,0,0,71,0
8103,4,2,1,1,2,26,4,3,0,0,86,0
8104,4,1,1,2,1,38,3,4,0,0,81,0
8105,3,2,1,2,1,29,3,6,1,0,75,0
8106,2,1,2,1,1,46,3,8,1,0,62,0
8107,5,2,2,2,1,33,5,7,0,0,66,0
8108,3,1,1,2,2,29,3,4,0,0,79,0
8109,1,2,2,2,1,29,1,3,0,0,48,0
8110,2,2,2,2,1,31,5,5,1,0,61,0
8111,3,1,1,1,1,48,3,4,0,0,79,0
8112,1,1,1,2,1,46,5,7,1,0,51,0
8113,1,1,1,2,1,36,3,2,0,0,65,1
8114,6,1,1,2,1,33,5,3,1,0,65,0
8115,2,2,2,1,1,51,3,22,0,0,58,0
8116,5,2,1,1,1,41,2,6,0,0,70,0
8117,1,2,1,1,1,55,2,5,1,1,45,0
8118,1,1,1,1,1,52,2,3,0,0,48,0
8119,1,1,1,1,1,40,3,11,1,0,49,1
8120,5,2,2,1,1,57,5,12,1,0,70,0
8121,1,2,2,2,2,28,3,1,0,0,46,0
8122,3,1,1,2,1,40,5,6,1,0,82,0
8123,8,2,1,1,1,54,3,11,0,0,61,0
8124,2,2,1,1,1,33,3,4,1,0,58,0
8125,2,1,2,2,1,37,4,8,1,0,59,0
8126,1,2,1,1,2,25,3,1,0,0,48,0
8127,7,2,1,1,1,30,2,9,0,0,50,0
8128,5,1,2,2,2,52,3,7,0,0,74,0
8129,1,2,1,2,2,24,3,1,0,0,57,0
8130,3,2,2,2,1,45,5,7,1,0,79,0
8131,2,2,1,1,1,23,3,2,0,0,57,0
8132,4,2,1,2,2,31,3,1,0,0,86,0
8133,1,2,1,2,1,44,5,13,0,0,51,0
8134,4,2,1,1,2,30,3,2,0,0,81,0
8135,6,2,2,2,1,37,3,5,0,0,61,0
8136,2,2,2,2,1,32,3,7,1,0,59,0
8137,8,2,1,2,1,27,5,2,1,0,59,0
8138,1,1,1,1,1,31,3,4,0,0,52,0
8139,3,1,2,1,1,46,4,7,0,0,76,0
8140,7,1,2,2,1,43,3,8,1,0,52,0
8141,4,2,2,1,2,34,5,9,0,0,83,0
8142,5,1,1,1,1,37,3,10,1,0,71,0
8143,2,1,1,1,1,40,4,12,0,0,62,0
8144,1,2,2,2,1,25,3,1,1,0,48,0
8145,5,2,1,2,1,36,3,3,0,0,65,0
8146,2,2,1,1,3,30,3,6,0,0,61,0
8147,2,2,1,2,1,26,3,4,0,0,59,0
8148,4,2,1,2,1,27,3,1,0,0,83,0
8149,2,2,2,1,1,28,3,5,0,0,60,0
8150,7,2,1,2,1,29,5,2,1,0,52,0
8151,1,2,1,1,2,28,3,5,0,0,52,0
8152,5,2,1,2,1,34,5,7,1,0,70,0
8153,5,1,1,1,5,54,3,8,0,0,69,0
8154,3,1,2,2,1,46,3,5,1,0,79,0
8155,1,2,1,2,1,29,3,1,1,0,50,1
8156,1,2,1,1,2,29,4,2,0,0,52,0
8157,3,2,2,1,1,39,5,5,1,0,79,0
8158,2,1,1,1,1,45,5,13,0,0,60,0
8159,1,2,1,1,1,31,4,4,1,0,47,0
8160,1,2,1,2,1,30,4,4,0,0,51,0
8161,1,2,1,1,1,40,2,12,0,0,48,0
8162,1,1,1,1,2,33,1,4,0,0,50,0
8163,2,2,1,1,1,35,5,7,1,1,91,1
8164,6,3,1,2,1,25,4,2,0,0,62,0
8165,2,2,1,1,1,36,5,3,1,0,60,0
8166,7,2,2,1,1,31,5,2,0,0,49,0
8167,5,1,2,2,1,35,3,7,0,0,72,0
8168,2,1,2,2,1,41,3,4,1,0,58,0
8169,7,2,1,1,1,34,3,4,1,0,56,0
8170,2,1,1,1,1,37,3,3,1,1,58,1
8171,5,2,1,2,2,32,3,1,1,0,86,1
8172,2,2,1,3,1,25,4,4,0,0,65,0
8173,1,1,1,2,1,39,2,9,0,0,51,0
8174,5,1,2,1,1,42,2,13,0,0,73,0
8175,1,2,1,1,1,30,5,4,0,0,55,0
8176,1,2,1,2,1,37,3,10,0,0,48,0
8177,7,2,1,2,1,33,2,8,0,0,46,0
8178,5,2,2,2,3,27,3,5,1,0,69,0
8179,2,2,1,2,1,33,4,7,1,1,57,0
8180,2,2,1,2,1,31,5,4,1,0,62,0
8181,5,2,1,3,2,31,3,5,1,1,81,0
8182,1,1,1,2,1,35,3,5,0,0,52,0
8183,3,2,1,2,1,31,3,1,0,0,79,0
8184,2,2,2,2,1,34,4,4,1,0,56,0
8185,1,1,1,1,2,29,1,2,0,0,47,0
8186,5,1,1,2,1,32,5,6,0,0,85,0
8187,1,2,1,2,2,50,2,7,0,0,53,0
8188,1,2,1,2,2,28,5,4,1,0,50,0
8189,7,2,1,2,2,33,1,3,0,0,48,0
8190,7,2,1,2,1,36,3,2,1,0,50,0
8191,4,2,1,2,1,32,4,7,0,0,84,0
8192,3,1,2,2,1,45,3,17,0,0,83,0
8193,5,3,1,2,1,24,3,1,0,0,73,0
8194,4,2,1,2,2,39,5,8,1,0,85,0
8195,3,2,1,2,1,27,2,3,0,0,82,0
8196,1,2,1,2,1,41,5,15,1,0,49,0
8197,2,2,1,2,1,33,3,5,1,0,63,1
8198,5,2,2,1,1,29,5,3,1,0,68,0
8199,1,2,2,1,3,31,3,9,0,0,50,0
8200,1,1,2,2,1,56,3,15,0,0,50,0
8201,5,2,2,2,1,29,3,7,0,0,68,0
8202,3,2,2,2,1,35,3,9,1,1,81,0
8203,2,1,2,1,2,31,1,6,0,0,59,0
8204,5,3,1,2,2,24,3,2,0,0,73,0
8205,2,1,2,2,1,43,5,10,1,0,60,0
8206,2,2,2,2,1,31,3,5,1,0,60,0
8207,1,2,1,1,1,28,3,6,0,0,49,0
8208,3,3,2,1,1,24,3,2,0,0,82,0
8209,6,1,2,1,1,38,3,4,0,0,56,0
8210,2,1,2,2,1,33,4,7,0,0,62,0
8211,2,2,1,2,1,35,2,8,0,0,63,0
8212,4,2,1,2,1,28,3,3,0,0,86,0
8213,1,2,1,2,1,31,4,5,1,0,50,0
8214,1,1,2,1,1,44,5,13,0,0,48,0
8215,5,2,1,2,1,31,3,5,0,0,67,0
8216,2,1,2,1,1,37,1,2,0,0,65,0
8217,1,2,1,2,1,28,1,3,1,0,48,0
8218,1,1,1,2,2,36,3,3,0,0,53,0
8219,1,2,1,2,1,31,5,2,1,0,54,0
8220,8,2,1,1,1,31,3,6,0,0,63,0
8221,3,1,1,1,1,36,1,7,0,0,77,0
8222,2,2,2,1,1,33,4,7,0,0,55,0
8223,1,1,1,2,1,44,3,6,0,0,50,0
8224,2,2,1,1,1,28,2,3,0,0,62,0
8225,7,3,1,1,1,24,3,1,1,0,49,1
8226,4,2,1,2,2,37,3,10,1,0,86,0
8227,4,2,1,2,1,39,4,9,0,0,81,0
8228,6,2,2,2,1,29,3,2,0,0,63,0
8229,1,2,1,1,1,56,1,14,0,0,47,0
8230,1,2,1,2,3,31,1,7,0,0,49,0
8231,5,2,1,2,1,33,2,7,0,0,68,0
8232,2,1,2,1,1,46,3,6,0,0,62,0
8233,5,2,1,1,1,36,3,10,1,0,81,0
8234,2,1,1,2,1,47,5,3,0,0,57,0
8235,5,1,1,1,1,45,2,15,0,0,64,0
8236,2,1,1,1,1,36,3,4,0,0,58,0
8237,1,2,2,1,1,32,3,8,0,0,50,0
8238,5,2,1,2,1,38,4,10,0,0,71,0
8239,2,1,1,1,1,41,3,6,0,0,61,0
8240,1,2,2,1,1,28,3,1,1,0,47,0
8241,2,2,1,2,3,32,5,4,0,0,60,0
8242,8,2,1,1,1,36,5,3,0,0,61,0
8243,5,2,1,1,1,34,4,2,0,0,63,0
8244,2,1,2,2,1,53,4,21,0,0,60,0
8245,6,2,2,1,1,27,4,3,0,0,61,0
8246,5,2,2,2,1,32,4,9,1,0,97,1
8247,1,2,1,1,1,28,3,1,1,0,44,0
8248,2,1,1,2,1,43,5,5,1,0,67,0
8249,1,2,1,1,1,30,4,3,1,0,50,1
8250,1,2,2,1,1,30,3,5,0,0,51,0
8251,5,2,2,2,1,32,5,6,1,0,66,0
8252,2,1,2,1,2,34,5,5,0,0,66,1
8253,1,2,1,1,1,27,4,3,1,0,47,0
8254,3,2,2,1,1,50,3,6,0,0,80,0
8255,1,2,1,2,3,27,2,5,0,0,53,0
8256,1,2,1,1,2,26,3,1,0,0,49,0
8257,3,1,1,1,1,57,4,9,0,0,82,0
8258,7,1,1,1,1,33,4,5,1,0,53,0
8259,5,2,2,1,3,30,3,5,0,0,69,0
8260,1,2,1,2,1,49,5,9,1,0,48,0
8261,1,1,1,2,4,32,2,5,0,0,48,0
8262,1,2,1,2,1,29,3,1,0,0,53,0
8263,1,2,2,2,2,30,1,4,0,0,46,0
8264,1,1,1,2,1,58,1,3,0,0,48,0
8265,1,1,2,2,1,37,5,4,1,0,49,0
8266,1,2,1,2,1,46,3,6,0,0,48,0
8267,8,2,2,1,3,28,3,2,0,0,60,0
8268,4,1,1,2,2,38,3,5,0,0,79,0
8269,3,2,2,2,1,38,3,9,0,0,77,0
8270,2,2,1,2,1,29,5,6,1,0,60,0
8271,2,2,1,1,2,39,3,9,0,0,71,1
8272,1,2,1,1,1,24,3,1,0,0,53,0
8273,4,2,1,2,1,29,2,6,1,0,85,0
8274,5,2,1,2,1,37,2,5,0,0,70,0
8275,3,2,1,2,1,35,1,4,0,0,79,0
8276,1,2,1,2,2,33,3,8,0,0,47,0
8277,6,2,1,1,1,31,5,2,1,1,57,0
8278,3,1,1,2,1,36,1,9,0,0,80,0
8279,2,1,1,2,1,55,5,22,1,0,59,0
8280,1,2,1,1,1,31,5,3,1,0,52,0
8281,5,1,1,2,1,37,5,2,1,1,70,0
8282,6,2,1,1,1,27,5,2,1,0,61,0
8283,5,2,1,2,1,34,4,9,0,0,66,0
8284,1,1,1,2,1,34,5,5,1,0,47,0
8285,4,2,1,1,1,33,4,6,1,0,81,0
8286,5,2,1,1,1,32,4,6,0,0,71,0
8287,1,2,1,1,1,48,1,15,0,0,48,0
8288,2,1,1,1,1,45,5,4,1,0,56,0
8289,3,2,1,3,2,25,3,1,1,0,80,0
8290,3,2,2,1,1,43,4,5,0,0,80,0
8291,6,2,1,1,2,37,3,5,1,0,62,0
8292,1,2,1,2,1,34,4,3,0,0,51,0
8293,6,2,2,2,2,31,3,2,0,0,60,0
8294,1,2,1,2,1,48,5,23,1,0,48,0
8295,7,2,2,1,1,37,1,8,0,0,51,0
8296,1,2,1,2,1,36,4,7,0,0,51,0
8297,1,2,1,2,2,39,5,8,1,0,46,0
8298,5,2,1,2,1,25,2,2,0,0,68,0
8299,8,2,1,2,1,31,4,6,1,0,58,0
8300,2,1,1,2,1,42,3,4,0,0,62,0
8301,4,2,1,2,1,31,3,4,1,0,86,0
8302,5,2,1,2,1,29,3,1,0,0,71,0
8303,3,2,2,2,1,28,1,4,0,0,77,0
8304,2,2,1,1,1,25,4,2,0,0,60,0
8305,6,2,1,1,2,29,2,5,0,0,58,0
8306,2,1,1,3,1,42,5,4,1,0,59,0
8307,4,2,1,2,1,31,3,2,0,0,88,0
8308,2,1,1,2,1,37,5,4,0,0,55,0
8309,3,2,1,2,2,28,3,3,0,0,81,0
8310,3,2,1,2,1,48,3,5,1,0,80,0
8311,2,2,2,1,1,37,3,6,0,0,59,0
8312,1,1,1,2,1,44,1,12,0,0,51,0
8313,5,2,1,1,1,31,5,8,1,0,84,0
8314,5,2,2,2,1,37,3,11,0,0,75,0
8315,4,2,1,2,1,32,3,6,1,0,85,1
8316,8,2,1,1,1,37,5,10,1,0,54,0
8317,1,2,1,1,1,28,3,5,1,0,49,0
8318,1,2,1,2,1,42,2,14,0,0,46,0
8319,5,1,1,2,1,53,3,11,0,0,67,0
8320,1,2,1,2,1,26,3,1,0,0,49,0
8321,2,2,1,2,1,39,3,13,0,0,64,0
8322,2,2,2,2,1,32,4,8,1,0,60,0
8323,1,1,1,1,1,38,3,12,0,0,50,0
8324,2,1,2,2,2,48,5,19,1,0,60,0
8325,3,1,2,1,1,39,3,8,0,0,82,0
8326,5,2,2,2,1,40,3,5,0,0,73,0
8327,1,2,2,1,1,27,3,1,0,0,44,0
8328,1,2,2,1,1,43,3,16,0,0,48,0
8329,6,2,1,2,2,27,4,4,0,0,63,0
8330,5,2,2,1,1,32,4,3,0,0,82,0
8331,1,2,2,1,1,26,3,1,0,0,50,0
8332,2,2,1,2,1,44,4,14,1,0,60,0
8333,2,2,1,2,1,35,5,6,1,0,61,0
8334,2,2,2,2,2,30,2,6,0,0,58,0
8335,5,2,2,1,1,44,3,4,0,0,66,0
8336,1,1,1,1,2,43,3,12,1,0,48,1
8337,1,2,1,1,1,42,3,1,1,0,47,0
8338,1,2,1,2,1,39,3,3,0,0,51,0
8339,2,2,1,2,1,32,4,6,0,0,61,0
8340,1,1,2,1,1,43,4,4,1,0,50,0
8341,4,2,1,1,1,43,4,12,0,0,81,0
8342,1,2,1,1,1,48,4,3,1,0,47,0
8343,1,2,1,2,1,41,5,11,0,0,66,1
8344,5,2,2,2,1,30,3,5,0,0,68,0
8345,1,2,1,2,1,31,5,5,1,0,49,1
8346,1,2,1,1,3,35,3,5,0,0,54,0
8347,4,2,1,1,2,31,5,4,1,0,82,0
8348,4,2,1,2,1,32,4,7,0,0,87,0
8349,1,2,1,2,3,27,3,2,0,0,52,0
8350,2,1,2,2,1,42,5,10,1,0,54,0
8351,1,2,1,2,1,22,3,1,1,0,48,0
8352,2,2,1,1,1,48,5,18,0,0,57,0
8353,1,1,1,2,1,54,5,3,1,0,49,0
8354,3,2,1,2,2,32,3,10,0,0,80,0
8355,1,2,1,1,1,34,4,3,0,0,52,0
8356,5,2,1,2,1,36,5,9,1,0,70,0
8357,7,1,1,1,1,35,2,8,0,0,51,0
8358,7,2,1,2,1,34,3,4,1,0,52,0
8359,3,1,2,1,1,34,4,10,0,0,86,0
8360,6,2,2,2,1,27,3,1,0,0,61,0
8361,3,2,2,1,1,34,2,7,0,0,79,0
8362,1,2,2,1,1,47,4,3,1,1,47,0
