,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
47490,28424,Sales & Marketing,region_1,Master's & above,m,other,1,37,3.0,2,1,0,48,0
47491,61696,Technology,region_25,Master's & above,f,sourcing,1,34,3.0,7,1,0,82,1
47492,26617,Operations,region_27,Bachelor's,m,sourcing,2,28,3.0,2,0,0,60,0
47493,20513,Technology,region_25,Bachelor's,m,sourcing,1,32,3.0,8,0,0,76,0
47494,34436,Operations,region_13,Bachelor's,m,other,2,24,,1,1,1,58,1
47495,10302,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,32,1.0,9,0,0,50,0
47496,53079,Analytics,region_2,Master's & above,m,sourcing,1,38,5.0,10,0,0,86,0
47497,56571,Operations,region_2,Bachelor's,m,sourcing,1,31,5.0,5,1,0,57,0
47498,75399,Operations,region_2,Bachelor's,m,other,1,59,5.0,7,1,0,64,0
47499,49255,Sales & Marketing,region_14,Bachelor's,m,other,1,29,3.0,4,0,0,58,0
47500,44883,Operations,region_31,Master's & above,m,other,1,37,3.0,3,1,0,60,0
47501,41860,Operations,region_27,Bachelor's,m,sourcing,1,29,,1,0,0,60,0
47502,34995,Sales & Marketing,region_15,Bachelor's,f,sourcing,1,34,3.0,8,0,0,47,0
47503,49594,Procurement,region_31,Master's & above,f,other,1,38,4.0,3,1,0,71,1
47504,41272,Sales & Marketing,region_21,Bachelor's,m,other,1,25,3.0,3,0,0,50,0
47505,5737,Operations,region_2,Bachelor's,f,sourcing,1,28,,1,0,0,55,0
47506,30554,Procurement,region_12,Bachelor's,m,sourcing,1,32,3.0,6,0,0,71,0
47507,17022,Sales & Marketing,region_19,Bachelor's,m,other,1,31,1.0,4,0,0,49,0
47508,37651,Sales & Marketing,region_1,Bachelor's,m,other,1,26,4.0,2,0,0,51,0
47509,57722,Finance,region_2,Bachelor's,f,other,1,33,4.0,7,0,0,56,0
47510,28057,Operations,region_2,Bachelor's,f,other,1,32,3.0,5,0,0,70,1
47511,11369,Operations,region_7,Master's & above,m,other,1,40,3.0,7,0,0,59,0
47512,33226,Technology,region_2,Master's & above,m,other,1,33,1.0,8,0,0,77,0
47513,38492,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,35,2.0,6,0,0,51,0
47514,47528,HR,region_2,Bachelor's,m,other,1,37,3.0,10,0,0,50,0
47515,75985,Technology,region_23,Bachelor's,f,other,2,29,4.0,3,0,0,77,0
47516,49541,Operations,region_22,Master's & above,m,other,1,35,3.0,5,1,0,60,0
47517,46495,Sales & Marketing,region_31,Bachelor's,m,other,2,46,4.0,3,0,0,47,0
47518,74575,Operations,region_13,Bachelor's,f,other,1,46,2.0,3,0,0,60,0
47519,48718,HR,region_7,Bachelor's,m,sourcing,1,50,2.0,20,0,0,50,0
47520,39750,Operations,region_22,Bachelor's,f,sourcing,1,33,3.0,9,1,0,61,0
47521,31612,Operations,region_27,Bachelor's,m,other,1,29,3.0,4,0,0,61,0
47522,41552,Sales & Marketing,region_16,Bachelor's,f,other,1,38,2.0,7,0,0,50,0
47523,8121,Operations,region_2,Bachelor's,m,sourcing,1,50,4.0,18,0,0,63,0
47524,60415,HR,region_2,Bachelor's,m,referred,1,33,3.0,5,0,0,45,0
47525,5003,Procurement,region_26,Bachelor's,f,other,1,29,,1,0,0,68,0
47526,16039,Technology,region_2,Bachelor's,m,other,1,30,2.0,3,0,0,80,0
47527,6154,Procurement,region_7,Master's & above,m,other,2,39,3.0,4,0,0,73,0
47528,58421,Sales & Marketing,region_26,Bachelor's,m,other,1,38,3.0,13,0,0,48,0
47529,4808,Technology,region_28,Master's & above,f,other,1,37,4.0,10,0,0,81,0
47530,18650,Procurement,region_26,Bachelor's,f,other,1,29,,1,1,0,69,0
47531,68243,Analytics,region_22,Master's & above,m,sourcing,3,29,5.0,3,0,0,89,0
47532,49982,Sales & Marketing,region_2,Bachelor's,f,other,1,29,,1,1,0,48,0
47533,20356,Sales & Marketing,region_8,Bachelor's,m,other,1,32,1.0,7,0,0,49,0
47534,77907,Procurement,region_23,Bachelor's,m,sourcing,1,32,3.0,4,1,0,73,0
47535,44958,Operations,region_27,Bachelor's,f,other,1,34,4.0,7,0,0,62,0
47536,22471,Operations,region_6,Bachelor's,f,other,1,35,3.0,7,0,0,58,0
47537,59949,Finance,region_4,Master's & above,m,other,1,37,4.0,4,1,0,56,0
47538,4721,Sales & Marketing,region_22,Bachelor's,m,other,1,34,3.0,3,0,0,46,0
47539,6399,Analytics,region_27,Bachelor's,m,other,2,36,4.0,3,1,0,86,0
47540,65367,Operations,region_19,Bachelor's,f,sourcing,1,31,5.0,8,0,1,62,0
47541,24196,Technology,region_17,Master's & above,f,other,1,41,3.0,13,0,0,75,0
47542,55804,Sales & Marketing,region_31,Bachelor's,m,other,1,37,3.0,9,0,0,51,0
47543,62532,Sales & Marketing,region_13,Master's & above,m,other,1,46,3.0,5,1,0,45,0
47544,37502,Operations,region_2,Bachelor's,m,sourcing,1,28,3.0,6,0,0,57,0
47545,28678,Analytics,region_2,Master's & above,m,other,1,43,3.0,12,0,0,86,0
47546,74773,Sales & Marketing,region_28,Bachelor's,m,other,1,29,5.0,4,1,0,48,0
47547,8277,Analytics,region_17,Bachelor's,m,other,1,30,5.0,6,0,0,83,1
47548,14119,Sales & Marketing,region_7,Master's & above,f,sourcing,1,45,1.0,4,0,0,50,0
47549,75394,Analytics,region_32,Bachelor's,f,other,1,28,5.0,3,0,0,83,0
47550,39308,Operations,region_2,Bachelor's,f,sourcing,1,35,3.0,7,1,0,57,0
47551,25555,Technology,region_4,Master's & above,f,other,1,35,3.0,10,1,0,81,0
47552,16723,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,29,1.0,5,0,0,50,0
47553,29939,Operations,region_22,Bachelor's,f,sourcing,2,24,3.0,3,0,0,60,0
47554,72358,Procurement,region_7,Bachelor's,m,other,2,23,,1,0,0,71,0
47555,22158,Operations,region_15,Master's & above,m,sourcing,1,49,5.0,17,1,0,56,0
47556,69903,Technology,region_11,Master's & above,m,other,1,39,4.0,3,0,0,79,0
47557,67242,Operations,region_2,Bachelor's,m,other,1,35,4.0,3,1,0,61,1
47558,60915,Sales & Marketing,region_31,Bachelor's,m,sourcing,2,39,3.0,10,0,0,51,0
47559,60747,Sales & Marketing,region_26,Bachelor's,m,other,1,35,1.0,3,0,0,45,0
47560,20749,Operations,region_13,Bachelor's,m,other,2,41,3.0,11,0,0,62,0
47561,4884,Operations,region_15,Bachelor's,m,referred,2,37,5.0,10,0,0,55,0
47562,19223,Procurement,region_2,Master's & above,f,sourcing,1,48,2.0,7,1,0,65,0
47563,57191,Sales & Marketing,region_22,Bachelor's,f,other,2,31,5.0,7,0,0,47,0
47564,29436,Sales & Marketing,region_2,Master's & above,m,other,1,38,4.0,3,1,0,43,0
47565,10934,Procurement,region_22,Bachelor's,m,sourcing,1,40,2.0,3,1,0,71,0
47566,8008,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,27,3.0,3,0,0,51,0
47567,26706,Sales & Marketing,region_34,Bachelor's,m,sourcing,1,32,3.0,6,0,0,47,0
47568,34193,Operations,region_19,Bachelor's,f,other,1,38,3.0,10,0,0,58,0
47569,46512,Operations,region_9,Bachelor's,m,other,1,34,3.0,7,1,0,60,0
47570,50761,Finance,region_32,Bachelor's,m,other,1,26,,1,0,0,62,0
47571,53985,Operations,region_29,Bachelor's,m,sourcing,1,34,3.0,8,1,0,61,0
47572,13108,Analytics,region_22,Bachelor's,f,sourcing,1,27,4.0,2,1,0,86,0
47573,45753,Sales & Marketing,region_10,Bachelor's,m,other,1,23,,1,0,0,52,0
47574,28305,Technology,region_6,Bachelor's,m,sourcing,1,24,,1,1,0,75,0
47575,67134,HR,region_29,Bachelor's,m,sourcing,1,31,3.0,6,0,0,45,0
47576,741,HR,region_7,Master's & above,m,other,1,44,3.0,6,0,0,53,0
47577,36265,Technology,region_33,Master's & above,m,other,1,59,3.0,16,0,0,85,0
47578,75461,Sales & Marketing,region_2,Bachelor's,m,other,1,35,2.0,7,0,0,49,0
47579,34426,Sales & Marketing,region_2,Master's & above,m,other,1,36,1.0,9,0,0,49,0
47580,19411,Procurement,region_7,Master's & above,m,other,1,33,3.0,9,0,0,70,0
47581,51883,Operations,region_1,Master's & above,f,sourcing,1,33,3.0,2,0,0,60,0
47582,21167,Analytics,region_28,Master's & above,m,sourcing,1,32,5.0,3,1,0,87,0
47583,13661,Operations,region_20,Bachelor's,f,other,1,33,4.0,5,1,0,58,0
47584,24137,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,24,,1,0,0,52,0
47585,27360,R&D,region_8,Bachelor's,m,other,2,33,5.0,2,1,0,84,0
47586,38715,Operations,region_21,Bachelor's,m,other,1,41,4.0,7,1,0,57,0
47587,62947,Procurement,region_7,Master's & above,m,sourcing,1,35,3.0,7,0,0,78,0
47588,18589,Operations,region_2,Bachelor's,f,other,1,44,3.0,3,1,0,56,0
47589,1044,Technology,region_7,Bachelor's,f,sourcing,1,48,3.0,3,0,0,78,0
47590,27790,Operations,region_2,Master's & above,f,other,1,31,3.0,5,1,1,60,0
47591,59939,Procurement,region_2,Master's & above,m,other,1,45,5.0,5,1,0,69,0
47592,60164,Operations,region_15,Master's & above,m,sourcing,1,46,3.0,3,0,0,59,0
47593,3329,Technology,region_13,Bachelor's,f,other,1,33,1.0,3,0,0,82,0
47594,64288,Technology,region_21,Master's & above,m,other,1,42,3.0,8,0,0,81,0
47595,19600,Sales & Marketing,region_22,Bachelor's,f,other,1,31,2.0,3,0,0,56,0
47596,75097,Sales & Marketing,region_26,Master's & above,m,other,1,35,5.0,4,1,0,45,0
47597,19786,Procurement,region_13,Bachelor's,f,other,1,36,3.0,7,0,0,69,0
47598,77373,Analytics,region_22,Bachelor's,m,other,2,27,2.0,5,0,0,90,0
47599,50686,Sales & Marketing,region_13,Master's & above,m,other,1,38,3.0,4,0,0,52,0
47600,37906,Technology,region_7,Master's & above,m,sourcing,1,56,3.0,13,0,0,79,0
47601,62350,Technology,region_2,Bachelor's,f,sourcing,1,41,3.0,10,0,0,75,0
47602,49611,Operations,region_2,Bachelor's,f,other,3,40,5.0,11,1,0,60,0
47603,1728,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,25,,1,1,0,46,0
47604,54235,Sales & Marketing,region_33,Master's & above,m,other,1,40,4.0,7,0,0,49,0
47605,53379,Finance,region_20,Master's & above,f,other,1,34,5.0,9,0,0,56,0
47606,17122,Sales & Marketing,region_2,Master's & above,m,sourcing,2,39,1.0,14,0,0,51,0
47607,67527,Procurement,region_10,Master's & above,f,other,1,33,5.0,6,1,0,67,0
47608,7328,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,32,1.0,6,0,0,48,0
47609,35330,R&D,region_8,Master's & above,m,other,1,29,4.0,2,0,0,85,0
47610,12483,Sales & Marketing,region_27,Master's & above,m,sourcing,1,37,5.0,5,1,0,53,0
47611,6044,Operations,region_26,Bachelor's,m,other,1,33,3.0,3,0,0,63,0
47612,32501,Sales & Marketing,region_25,Master's & above,m,sourcing,1,42,4.0,15,1,0,46,0
47613,7476,HR,region_16,Bachelor's,m,sourcing,1,25,3.0,2,0,0,45,0
47614,37882,Procurement,region_2,Bachelor's,m,other,3,32,3.0,8,0,0,65,0
47615,12578,Sales & Marketing,region_2,Bachelor's,m,other,2,34,3.0,8,0,0,51,0
47616,51515,Technology,region_15,Bachelor's,m,sourcing,2,35,2.0,9,0,0,90,1
47617,78155,Technology,region_19,Bachelor's,f,other,2,33,3.0,8,0,0,81,0
47618,13253,Operations,region_22,Bachelor's,f,other,1,55,3.0,4,1,0,54,0
47619,52711,Procurement,region_2,Master's & above,f,other,1,59,3.0,5,0,0,70,0
47620,56932,Procurement,region_16,Bachelor's,f,sourcing,1,30,4.0,2,1,0,72,0
47621,53382,Procurement,region_13,Bachelor's,f,sourcing,1,37,4.0,5,1,0,70,0
47622,1338,Procurement,region_13,Master's & above,m,sourcing,1,47,4.0,2,0,0,70,0
47623,41467,Operations,region_4,Bachelor's,f,sourcing,1,34,3.0,7,0,0,58,0
47624,45420,Operations,region_7,Bachelor's,f,other,1,42,5.0,7,1,0,66,0
47625,12061,Procurement,region_2,Bachelor's,f,other,1,46,2.0,9,0,0,74,0
47626,21417,Technology,region_33,Bachelor's,m,sourcing,1,29,,1,0,0,83,0
47627,60438,Operations,region_20,Bachelor's,m,other,1,31,2.0,5,0,0,60,0
47628,54064,Operations,region_2,Master's & above,f,other,1,40,4.0,16,0,0,59,0
47629,52210,Sales & Marketing,region_15,Bachelor's,m,other,3,35,3.0,9,0,0,50,0
47630,293,Sales & Marketing,region_31,Master's & above,m,sourcing,1,37,3.0,6,1,0,51,0
47631,42898,HR,region_31,Bachelor's,f,other,2,29,,1,1,0,46,0
47632,25256,Sales & Marketing,region_26,Bachelor's,m,sourcing,2,26,1.0,5,0,0,50,0
47633,42067,Legal,region_27,Bachelor's,m,sourcing,1,26,,1,0,0,63,0
47634,67373,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,29,1.0,3,0,0,51,0
47635,57382,Operations,region_4,Master's & above,f,sourcing,1,34,5.0,6,1,0,56,0
47636,64237,Operations,region_26,Bachelor's,f,other,1,35,3.0,7,1,0,57,0
47637,50641,Technology,region_14,Bachelor's,f,other,2,29,3.0,4,0,0,81,0
47638,63162,Procurement,region_17,Master's & above,f,sourcing,1,35,4.0,7,1,0,67,0
47639,47513,Operations,region_1,Bachelor's,m,other,1,35,3.0,7,1,0,55,0
47640,59397,Technology,region_22,Bachelor's,m,other,1,34,5.0,3,1,0,76,0
47641,42423,Sales & Marketing,region_2,Bachelor's,m,other,1,25,,1,0,0,49,0
47642,13835,Sales & Marketing,region_16,Bachelor's,m,other,2,31,4.0,6,0,0,47,0
47643,67049,Operations,region_2,Bachelor's,f,other,1,60,1.0,8,1,0,59,0
47644,74414,Operations,region_21,Bachelor's,f,other,1,36,3.0,6,0,0,63,0
47645,55657,Operations,region_22,Bachelor's,f,other,2,28,,1,1,0,63,1
47646,27992,R&D,region_2,Bachelor's,m,other,2,36,3.0,5,0,0,85,0
47647,58991,Procurement,region_28,Bachelor's,f,sourcing,1,28,,1,0,0,70,0
47648,58451,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,27,5.0,2,1,0,48,0
47649,32893,Sales & Marketing,region_7,Bachelor's,m,other,1,44,3.0,4,0,0,49,0
47650,26156,Sales & Marketing,region_15,Bachelor's,m,other,2,28,1.0,6,0,0,55,0
47651,43270,HR,region_20,Bachelor's,m,other,1,31,4.0,5,1,0,48,0
47652,78012,Sales & Marketing,region_22,Master's & above,m,sourcing,1,40,4.0,11,1,0,49,0
47653,23502,Finance,region_2,Master's & above,f,other,1,34,5.0,7,0,0,56,0
47654,39391,Sales & Marketing,region_7,Bachelor's,m,other,1,54,3.0,15,0,0,51,0
47655,77204,Analytics,region_22,Master's & above,m,sourcing,1,39,3.0,4,1,0,85,1
47656,37459,Finance,region_2,Master's & above,m,other,1,41,2.0,9,0,0,59,0
47657,11821,Procurement,region_15,Bachelor's,m,other,2,31,5.0,4,1,0,66,0
47658,10257,Sales & Marketing,region_2,Master's & above,m,sourcing,1,55,3.0,3,0,0,50,0
47659,1131,Sales & Marketing,region_11,Bachelor's,m,other,1,27,5.0,2,1,0,51,0
47660,53333,Procurement,region_2,Master's & above,m,sourcing,1,37,3.0,2,1,0,73,0
47661,51217,Procurement,region_2,Bachelor's,f,other,1,36,1.0,8,0,0,74,0
47662,65379,Procurement,region_17,Bachelor's,f,sourcing,1,33,4.0,6,1,0,68,0
47663,33240,Sales & Marketing,region_11,Bachelor's,m,other,2,36,3.0,4,0,0,55,0
47664,17566,Operations,region_4,Bachelor's,f,other,1,38,3.0,10,0,0,63,1
47665,48655,Procurement,region_7,Master's & above,m,sourcing,1,34,1.0,4,0,1,94,1
47666,64433,Operations,region_15,Master's & above,f,sourcing,1,37,3.0,2,0,0,60,0
47667,5222,Analytics,region_14,Bachelor's,m,sourcing,1,28,3.0,4,0,0,87,0
47668,62252,Legal,region_2,Bachelor's,m,other,1,37,2.0,7,1,1,89,1
47669,55389,Technology,region_26,Bachelor's,m,other,1,53,3.0,15,0,0,86,0
47670,4110,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,31,4.0,4,0,0,52,0
47671,55103,Sales & Marketing,region_7,Bachelor's,m,other,3,56,1.0,11,0,0,50,0
47672,42164,HR,region_11,Bachelor's,m,sourcing,1,31,4.0,6,1,0,51,0
47673,27799,Sales & Marketing,region_2,,m,sourcing,2,21,1.0,2,0,0,47,0
47674,39591,Legal,region_2,Below Secondary,f,sourcing,1,26,,1,0,0,60,0
47675,68544,Sales & Marketing,region_24,Bachelor's,m,other,3,32,3.0,3,0,0,45,0
47676,6114,Procurement,region_23,Master's & above,m,other,1,33,4.0,6,0,0,75,0
47677,77070,Sales & Marketing,region_6,Bachelor's,f,other,1,30,3.0,6,0,0,49,0
47678,16469,Technology,region_2,Bachelor's,f,other,2,27,3.0,6,0,0,79,0
47679,55554,Legal,region_20,Bachelor's,m,sourcing,1,31,2.0,2,1,0,60,0
47680,22146,Procurement,region_31,Master's & above,f,sourcing,1,32,2.0,8,0,0,70,0
47681,46977,Operations,region_23,Bachelor's,m,sourcing,1,28,4.0,3,0,0,58,0
47682,34798,Procurement,region_2,Bachelor's,f,other,1,38,2.0,8,0,0,68,0
47683,596,Procurement,region_29,Bachelor's,m,other,2,32,3.0,7,0,0,68,0
47684,10429,Operations,region_26,Master's & above,f,other,1,33,1.0,6,1,0,59,0
47685,67831,Sales & Marketing,region_28,Master's & above,m,other,1,32,5.0,7,0,1,85,1
47686,50529,Procurement,region_13,Master's & above,m,sourcing,1,31,4.0,4,1,0,71,0
47687,29181,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,34,5.0,10,0,0,51,0
47688,35349,Finance,region_2,Below Secondary,m,sourcing,1,31,3.0,3,1,1,61,0
47689,37040,Procurement,region_11,Bachelor's,f,sourcing,1,36,3.0,9,0,0,68,0
47690,70033,Sales & Marketing,region_16,Bachelor's,m,other,1,25,,1,0,0,47,0
47691,18526,Analytics,region_27,Bachelor's,m,other,1,34,3.0,6,0,0,83,0
47692,9441,Procurement,region_27,Bachelor's,m,sourcing,1,26,3.0,2,0,0,67,0
47693,72799,Sales & Marketing,region_16,Bachelor's,m,other,1,35,4.0,2,1,1,46,0
47694,41703,Finance,region_22,Bachelor's,m,other,3,31,4.0,4,1,0,59,0
47695,21166,Finance,region_25,Bachelor's,m,other,1,30,3.0,6,0,0,59,0
47696,73172,Technology,region_2,Master's & above,m,other,1,40,5.0,14,0,0,78,0
47697,62457,Sales & Marketing,region_20,Master's & above,m,other,1,37,4.0,8,0,0,48,0
47698,70254,HR,region_15,Master's & above,m,other,2,38,1.0,10,0,0,47,0
47699,9993,Sales & Marketing,region_27,Master's & above,m,other,1,54,4.0,24,0,0,53,0
47700,19122,Operations,region_1,Bachelor's,m,sourcing,1,25,,1,0,0,59,0
47701,8965,Finance,region_2,Bachelor's,m,other,1,39,3.0,10,0,0,64,0
47702,3662,Procurement,region_2,Bachelor's,f,sourcing,2,46,3.0,18,0,0,71,0
47703,12435,Sales & Marketing,region_22,Bachelor's,m,other,2,29,5.0,2,0,0,47,0
47704,51551,Operations,region_7,Bachelor's,m,sourcing,1,26,3.0,3,1,0,63,0
47705,22923,Technology,region_2,,f,other,1,53,4.0,6,0,0,84,0
47706,38264,Procurement,region_2,Bachelor's,f,other,1,32,2.0,5,0,0,65,0
47707,62966,Sales & Marketing,region_7,Master's & above,f,other,1,33,2.0,4,1,0,46,0
47708,77754,Sales & Marketing,region_23,Bachelor's,m,other,1,26,5.0,3,0,0,52,0
47709,60642,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,33,2.0,7,0,0,50,0
47710,58144,Sales & Marketing,region_33,Bachelor's,m,other,1,27,3.0,4,0,0,49,0
47711,8729,Analytics,region_26,Bachelor's,f,other,1,29,5.0,5,1,0,80,0
47712,18142,Analytics,region_27,Bachelor's,m,sourcing,1,26,5.0,3,0,0,84,0
47713,9586,Sales & Marketing,region_22,Bachelor's,m,other,1,29,3.0,4,0,0,58,1
47714,20110,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,37,1.0,2,0,0,51,0
47715,59261,Legal,region_15,Bachelor's,m,other,1,28,,1,0,0,63,0
47716,23226,Technology,region_13,Bachelor's,m,other,1,27,5.0,3,1,0,80,0
47717,74145,Operations,region_4,Bachelor's,m,other,1,45,3.0,16,0,0,55,0
47718,8671,Analytics,region_29,Bachelor's,m,other,1,36,5.0,7,1,0,87,0
47719,49730,Procurement,region_2,Bachelor's,m,other,1,24,,1,1,0,75,0
47720,5085,Technology,region_26,Master's & above,m,sourcing,2,32,4.0,2,1,0,82,1
47721,54402,Sales & Marketing,region_22,,m,other,1,23,,1,0,0,51,0
47722,25407,Analytics,region_2,Bachelor's,m,other,3,30,3.0,4,0,0,85,0
47723,32041,Sales & Marketing,region_29,Master's & above,m,sourcing,1,34,1.0,3,0,0,49,0
47724,21208,Procurement,region_17,,f,sourcing,1,29,3.0,2,0,0,71,0
47725,13535,Operations,region_22,Bachelor's,f,sourcing,1,38,5.0,6,1,0,58,0
47726,44462,Sales & Marketing,region_2,Bachelor's,m,other,1,33,5.0,3,1,0,57,0
47727,26987,Sales & Marketing,region_6,Bachelor's,m,other,1,28,,1,0,0,45,0
47728,47276,Technology,region_2,Bachelor's,f,sourcing,1,37,5.0,8,1,0,83,0
47729,33280,Sales & Marketing,region_30,Bachelor's,m,other,1,42,2.0,5,0,0,52,0
47730,42078,Sales & Marketing,region_11,Bachelor's,m,other,1,38,4.0,8,0,0,49,0
47731,25011,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,32,,1,1,0,47,0
47732,46720,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,60,5.0,27,1,0,58,0
47733,54942,Operations,region_2,Bachelor's,f,sourcing,1,45,3.0,17,0,0,56,0
47734,45332,Procurement,region_21,Bachelor's,m,other,1,35,4.0,3,0,0,72,0
47735,3215,Technology,region_14,Master's & above,f,other,1,38,3.0,3,0,0,82,0
47736,31703,HR,region_11,Bachelor's,m,other,1,31,4.0,4,1,0,46,0
47737,51876,Operations,region_15,Bachelor's,m,sourcing,1,50,3.0,17,0,0,61,0
47738,49239,Sales & Marketing,region_29,Bachelor's,m,sourcing,2,27,1.0,5,0,0,52,0
47739,17140,Analytics,region_2,Bachelor's,m,other,2,37,4.0,7,0,0,87,0
47740,75664,Procurement,region_22,Bachelor's,m,sourcing,2,35,5.0,7,1,0,69,0
47741,71315,Sales & Marketing,region_6,Bachelor's,f,other,3,31,3.0,6,1,0,46,0
47742,58604,Procurement,region_13,Bachelor's,m,other,1,28,3.0,2,0,0,66,0
47743,66072,Analytics,region_20,Bachelor's,m,sourcing,1,29,5.0,2,1,1,95,1
47744,31238,Technology,region_10,Bachelor's,m,other,2,27,3.0,5,0,0,83,0
47745,28406,Procurement,region_2,Bachelor's,m,other,1,39,4.0,4,0,0,68,0
47746,9118,R&D,region_2,Bachelor's,m,sourcing,1,25,3.0,3,0,0,86,0
47747,8372,HR,region_16,Bachelor's,f,sourcing,1,30,4.0,4,0,0,51,0
47748,57310,Technology,region_13,Bachelor's,m,sourcing,1,50,1.0,22,0,0,80,0
47749,51523,Sales & Marketing,region_13,Master's & above,m,other,1,42,5.0,3,0,0,50,0
47750,70120,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,28,5.0,2,1,0,50,0
47751,13748,Sales & Marketing,region_26,Bachelor's,m,other,2,31,1.0,7,0,0,47,0
47752,62582,Sales & Marketing,region_11,Bachelor's,m,other,3,26,3.0,2,0,0,47,0
47753,50137,HR,region_13,Master's & above,m,sourcing,1,37,3.0,9,0,0,51,0
47754,73134,Legal,region_2,Bachelor's,m,other,1,54,4.0,17,0,0,57,0
47755,17032,Technology,region_30,Bachelor's,m,sourcing,1,39,3.0,7,1,0,75,0
47756,8682,Operations,region_2,Master's & above,f,other,1,37,2.0,10,0,0,61,0
47757,40450,Operations,region_2,Master's & above,m,sourcing,1,37,3.0,4,1,0,58,0
47758,67534,Finance,region_2,Bachelor's,f,other,1,46,3.0,7,0,0,62,0
47759,67380,Sales & Marketing,region_22,Bachelor's,m,other,3,30,1.0,2,0,0,49,0
47760,13817,Procurement,region_22,Master's & above,m,sourcing,1,38,3.0,7,1,1,69,0
47761,25414,Sales & Marketing,region_28,Bachelor's,m,other,1,27,1.0,1,0,0,52,0
47762,54067,Analytics,region_29,Master's & above,m,sourcing,1,41,1.0,10,0,0,88,0
47763,76302,Sales & Marketing,region_16,Bachelor's,m,other,1,25,5.0,2,0,0,50,0
47764,40829,Analytics,region_29,Master's & above,m,sourcing,1,34,4.0,2,0,0,84,0
47765,38189,Technology,region_2,Bachelor's,m,sourcing,1,38,1.0,8,0,0,73,0
47766,57388,Operations,region_14,Bachelor's,m,sourcing,1,41,4.0,8,0,0,61,0
47767,69693,Operations,region_23,Master's & above,m,other,1,32,3.0,9,0,0,54,0
47768,49178,Sales & Marketing,region_8,Bachelor's,m,other,1,28,5.0,5,1,0,49,0
47769,10485,Sales & Marketing,region_13,Bachelor's,m,other,1,49,3.0,5,0,0,50,0
47770,6167,Sales & Marketing,region_7,Master's & above,m,other,2,38,4.0,5,0,0,51,0
47771,27870,Operations,region_22,Bachelor's,f,other,1,31,3.0,5,1,0,56,0
47772,70908,Operations,region_15,Bachelor's,f,other,1,45,4.0,8,0,0,63,0
47773,76583,Sales & Marketing,region_27,Bachelor's,m,other,1,37,1.0,6,0,0,52,0
47774,1248,Technology,region_13,Bachelor's,m,other,1,30,1.0,3,0,0,83,0
47775,27750,Sales & Marketing,region_30,Bachelor's,m,other,1,37,3.0,7,0,0,47,0
47776,11844,Operations,region_23,Bachelor's,f,sourcing,1,37,4.0,8,0,0,62,0
47777,7481,Analytics,region_2,Bachelor's,m,other,1,35,5.0,5,1,0,83,0
47778,36166,Technology,region_2,Master's & above,f,other,1,38,1.0,7,0,0,84,0
47779,52490,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,60,5.0,5,0,0,51,0
47780,76186,Operations,region_4,Master's & above,m,other,1,51,4.0,9,0,0,60,0
47781,4418,Operations,region_32,Bachelor's,m,sourcing,1,35,3.0,7,0,0,61,0
47782,62508,Sales & Marketing,region_7,Master's & above,m,sourcing,1,34,1.0,7,1,0,48,1
47783,59556,Procurement,region_11,Bachelor's,m,sourcing,1,33,3.0,7,0,0,72,0
47784,77023,Sales & Marketing,region_13,Master's & above,f,other,1,37,4.0,3,0,0,44,0
47785,11511,Operations,region_2,Bachelor's,f,other,3,36,3.0,5,0,0,60,0
47786,39305,Operations,region_7,Bachelor's,f,other,1,33,5.0,7,1,0,62,0
47787,5829,Analytics,region_15,Bachelor's,m,other,1,27,1.0,3,0,0,85,0
47788,42556,Legal,region_7,Bachelor's,m,other,1,31,4.0,2,0,0,62,0
47789,14481,Procurement,region_22,Master's & above,f,other,1,35,4.0,8,0,0,68,0
47790,19610,Sales & Marketing,region_15,Bachelor's,m,other,1,33,4.0,9,0,0,52,0
47791,43529,Technology,region_2,Bachelor's,m,sourcing,1,59,1.0,12,0,0,77,0
47792,68060,Sales & Marketing,region_22,Bachelor's,m,other,1,43,4.0,6,1,0,51,1
47793,39068,Operations,region_27,Bachelor's,f,other,1,30,4.0,5,0,0,60,0
47794,14608,Procurement,region_31,Bachelor's,f,other,1,29,4.0,2,1,0,71,0
47795,56532,Technology,region_22,Master's & above,m,other,1,37,4.0,10,0,0,84,0
47796,11421,Sales & Marketing,region_22,Bachelor's,m,sourcing,3,43,3.0,7,0,0,48,0
